# file...... RADICS_sub_1_SCADA_power.csv
# date...... Tue Aug 29 07:28:49 2017
# user...... thek306
# host...... (null)
# target.... transformer 50660
# trigger... (none)
# interval.. 4
# limit..... 0
# timestamp,power_out_real, power_out_imag, power_out_A.real, power_out_A.imag, power_out_B.real, power_out_B.imag, power_out_C.real, power_out_C.imag
2009-07-01 09:05:24 EDT,+5732423.09467,+231.397328797,+1636130.47141,-247082.449693,+1861210.88472,+104674.500161,+2235081.73855,+142639.346861
2009-07-01 09:05:28 EDT,+5727383.63878,-1665.47106421,+1621008.94287,-251201.532847,+1862863.84808,+104688.655367,+2243510.84782,+144847.406416
2009-07-01 09:05:32 EDT,+5721573.98193,-1762.48330626,+1621112.63352,-251199.224594,+1862927.80059,+104689.406314,+2237533.54782,+144747.334975
2009-07-01 09:05:36 EDT,+5720206.33922,+430.366749185,+1624254.53882,-248885.339814,+1852795.97887,+104494.275663,+2243155.82153,+144821.4309
2009-07-01 09:05:40 EDT,+5694072.82825,-5183.04426315,+1616175.55459,-249704.280991,+1845059.02367,+102464.047894,+2232838.24998,+142057.188834
2009-07-01 09:05:44 EDT,+5684833.27438,-6358.17029512,+1616184.38313,-249693.387191,+1835808.7087,+101278.324861,+2232840.18255,+142056.892035
2009-07-01 09:05:48 EDT,+5660290.13717,-11257.9543987,+1606584.18088,-251099.718448,+1832043.71037,+101219.361511,+2221662.24592,+138622.402538
2009-07-01 09:05:52 EDT,+5624588.40803,-12330.1988341,+1598511.76057,-251303.497595,+1820983.37849,+101538.24375,+2205093.26897,+137435.05501
2009-07-01 09:05:56 EDT,+5611820.78856,-14050.4474911,+1598512.69734,-251295.814513,+1811470.43445,+99818.344282,+2201837.65676,+137427.02274
2009-07-01 09:06:00 EDT,+5607810.07671,-9917.70964466,+1584986.78989,-251501.375346,+1826933.0401,+104194.458016,+2195890.24671,+137389.207685
2009-07-01 09:06:04 EDT,+5608509.49637,-9863.09632696,+1585036.89275,-251497.478582,+1827117.8531,+104202.599255,+2196354.75051,+137431.782999
2009-07-01 09:06:08 EDT,+5614467.83134,-6826.08361181,+1598754.98488,-247855.899594,+1827115.81022,+104224.775424,+2188597.03624,+136805.040558
2009-07-01 09:06:12 EDT,+5606247.64033,-8183.37437255,+1600436.61339,-247415.695569,+1822678.23199,+102505.142981,+2183132.79494,+136727.178215
2009-07-01 09:06:16 EDT,+5593784.63975,-12312.1423766,+1597475.0267,-248642.434413,+1822730.09166,+102499.891711,+2173579.52139,+133830.400326
2009-07-01 09:06:20 EDT,+5572294.05566,-15941.0092215,+1592981.43861,-249892.59278,+1815481.67762,+101513.255967,+2163830.93943,+132438.327591
2009-07-01 09:06:24 EDT,+5547099.85163,-16815.4755964,+1593053.0638,-249891.936235,+1800956.62358,+101238.210024,+2153090.16425,+131838.250615
2009-07-01 09:06:28 EDT,+5539095.72356,-15653.3972111,+1593056.19967,-249887.788102,+1794661.82633,+100511.89929,+2151377.69756,+133722.491601
2009-07-01 09:06:32 EDT,+5523012.38621,-15767.5687652,+1570860.82934,-251165.459419,+1789501.78777,+99072.5936935,+2162649.7691,+136325.29696
2009-07-01 09:06:36 EDT,+5514094.39769,-15981.0441759,+1561818.10423,-251395.086808,+1789544.01549,+99073.7811764,+2162732.27796,+136340.261456
2009-07-01 09:06:40 EDT,+5518190.31554,-14910.0878079,+1561869.56057,-251398.066889,+1789625.35111,+99064.1556914,+2166695.40386,+137423.82339
2009-07-01 09:06:44 EDT,+5515832.29327,-13402.8365036,+1561866.75917,-251410.139079,+1789232.85542,+100399.161176,+2164732.67867,+137608.1414
2009-07-01 09:06:48 EDT,+5503931.2332,-16557.5752317,+1561873.11889,-251401.009452,+1780687.55028,+98147.2684933,+2161370.56403,+136696.165727
2009-07-01 09:06:52 EDT,+5476399.04719,-20512.1710215,+1561944.55086,-251393.924191,+1752890.82965,+94181.5732544,+2161563.66667,+136700.179915
2009-07-01 09:06:56 EDT,+5469689.17734,-22317.0110157,+1555199.03328,-253219.821048,+1752928.92096,+94178.7068078,+2161561.22309,+136724.103224
2009-07-01 09:07:00 EDT,+5482168.35891,-19539.1905192,+1555224.29617,-253216.328766,+1762944.6871,+96769.9654067,+2163999.37564,+136907.17284
2009-07-01 09:07:04 EDT,+5474607.12972,-20329.7379051,+1555123.79047,-253284.149269,+1749505.50438,+94423.3791129,+2169977.83486,+138531.032251
2009-07-01 09:07:08 EDT,+5449548.16279,-21499.497451,+1550812.09151,-253351.286899,+1743521.4829,+94999.6325163,+2155214.58837,+136852.156932
2009-07-01 09:07:12 EDT,+5479436.81088,-14770.0120924,+1551702.24789,-251771.912586,+1766282.58388,+98538.4616583,+2161451.97911,+138463.438835
2009-07-01 09:07:16 EDT,+5471220.0199,-16543.1606051,+1551750.47536,-251771.168268,+1757816.58145,+96761.7200181,+2161652.96309,+138466.287645
2009-07-01 09:07:20 EDT,+5454318.6865,-16824.2056027,+1550372.35176,-251790.249008,+1747618.05053,+96610.8583379,+2156328.28421,+138355.185068
2009-07-01 09:07:24 EDT,+5408212.55357,-25656.8428255,+1537219.68945,-252129.729452,+1720745.15317,+90360.385661,+2150247.71094,+136112.500966
2009-07-01 09:07:28 EDT,+5395934.22418,-26880.9494339,+1533410.32932,-252178.134707,+1720391.99643,+89517.3675041,+2142131.89843,+135779.817769
2009-07-01 09:07:32 EDT,+5391886.93244,-26934.744967,+1533569.88524,-252170.568226,+1716183.32169,+89455.5830955,+2142133.72551,+135780.240163
2009-07-01 09:07:36 EDT,+5374212.01512,-31910.3702214,+1527558.40161,-253838.988653,+1716261.33647,+89456.5405635,+2130392.27704,+132472.077868
2009-07-01 09:07:40 EDT,+5378929.7476,-28114.3565578,+1523436.12409,-254944.550395,+1716478.44116,+89446.8561695,+2139015.18234,+137383.337667
2009-07-01 09:07:44 EDT,+5367506.03883,-30638.3074713,+1523196.75744,-255473.645994,+1719183.09525,+91083.528145,+2125126.18613,+133751.810378
2009-07-01 09:07:48 EDT,+5319539.61418,-42000.9620274,+1501203.52125,-260076.864971,+1708623.9194,+88233.8285207,+2109712.17353,+129842.074422
2009-07-01 09:07:52 EDT,+5302747.86105,-45188.4206019,+1503847.71057,-259322.18122,+1694002.50671,+84374.8752611,+2104897.64377,+129758.885357
2009-07-01 09:07:56 EDT,+5291927.5073,-44348.6568883,+1498012.20654,-259429.804119,+1689194.26661,+84306.0012173,+2104721.03416,+130775.146013
2009-07-01 09:08:00 EDT,+5288572.81458,-45252.655539,+1500742.80155,-258708.045337,+1682990.71127,+82672.7354109,+2104839.30176,+130782.654387
2009-07-01 09:08:04 EDT,+5267585.68545,-49703.1540436,+1500807.40149,-258706.466542,+1675180.59315,+81697.3568974,+2091597.69082,+127305.955601
2009-07-01 09:08:08 EDT,+5258820.92879,-50829.4225956,+1495676.52021,-258863.147816,+1668521.04691,+79925.8841584,+2094623.36167,+128107.841062
2009-07-01 09:08:12 EDT,+5255562.4851,-47868.3543731,+1495765.45574,-257465.174926,+1660657.75692,+81446.3258093,+2099139.27245,+128150.494743
2009-07-01 09:08:16 EDT,+5264533.66159,-45520.8452134,+1495441.18309,-257518.102029,+1664628.64199,+82464.8281466,+2104463.8365,+129532.428669
2009-07-01 09:08:20 EDT,+5265015.34093,-45511.7892315,+1495571.74097,-257515.474159,+1664749.66736,+82466.5495984,+2104693.9326,+129537.135329
2009-07-01 09:08:24 EDT,+5266111.43371,-43084.1077978,+1490135.25221,-257561.351043,+1664840.34536,+82467.6464645,+2111135.83613,+132009.596781
2009-07-01 09:08:28 EDT,+5269139.19526,-39746.0726614,+1479429.50506,-257845.801709,+1678406.65778,+86007.252265,+2111303.03243,+132092.476783
2009-07-01 09:08:32 EDT,+5269257.68333,-39744.6310698,+1479464.6861,-257845.460279,+1678489.96431,+86008.3511653,+2111303.03292,+132092.478044
2009-07-01 09:08:36 EDT,+5266607.82791,-40640.6045747,+1484410.00845,-256495.360068,+1676861.44024,+85360.0488124,+2105336.37921,+130494.706681
2009-07-01 09:08:40 EDT,+5264919.12811,-39808.7483762,+1484556.78336,-256485.997323,+1676930.54242,+85366.2625511,+2103431.80234,+131310.986396
2009-07-01 09:08:44 EDT,+5239352.37118,-45164.0589398,+1484000.82205,-256646.572426,+1669651.67927,+84516.2807631,+2085699.86986,+126966.232723
2009-07-01 09:08:48 EDT,+5242871.17589,-44216.0201418,+1484000.81169,-256646.595937,+1673139.96176,+85463.523342,+2085730.40244,+126967.052453
2009-07-01 09:08:52 EDT,+5231636.95381,-46154.1707084,+1479182.11837,-258004.996347,+1668337.27296,+85383.2552562,+2084117.56248,+126467.570382
2009-07-01 09:08:56 EDT,+5226822.21215,-45262.4043488,+1475357.7465,-258066.09837,+1667346.43829,+86325.1998221,+2084118.02736,+126478.494199
2009-07-01 09:09:00 EDT,+5224346.10351,-45858.650849,+1475384.38246,-258062.367767,+1666932.67409,+86209.1638882,+2082029.04696,+125994.55303
2009-07-01 09:09:04 EDT,+5215658.411,-47197.9176975,+1475391.81454,-258054.14285,+1658204.5345,+84861.4046215,+2082062.06196,+125994.820531
2009-07-01 09:09:08 EDT,+5212304.32882,-48134.8945646,+1475426.38986,-258049.327423,+1658092.6025,+84836.0099101,+2078785.33647,+125078.422948
2009-07-01 09:09:12 EDT,+5177407.72372,-57432.0702728,+1468343.67335,-259897.281212,+1651252.44009,+83067.279365,+2057811.61028,+119397.931575
2009-07-01 09:09:16 EDT,+5186938.77832,-54514.5154732,+1468414.93815,-259901.831093,+1655234.60859,+84524.8377983,+2063289.23158,+120862.477821
2009-07-01 09:09:20 EDT,+5178062.676,-54441.0570191,+1468419.27069,-259898.181984,+1644851.52574,+82973.0662951,+2064791.87956,+122484.05867
2009-07-01 09:09:24 EDT,+5177676.50801,-52242.2923207,+1475248.47343,-258050.385623,+1634823.69024,+81605.1820317,+2067604.34435,+124202.91127
2009-07-01 09:09:28 EDT,+5174190.53539,-53227.2638773,+1475307.00105,-258040.692227,+1636355.55927,+82554.9249308,+2062527.97507,+122258.503419
2009-07-01 09:09:32 EDT,+5151910.99243,-54709.571822,+1456440.60852,-260675.284171,+1641670.27717,+84890.5719501,+2053800.10674,+121075.140398
2009-07-01 09:09:36 EDT,+5129851.60045,-56431.2397314,+1445658.24931,-262210.678199,+1632014.30567,+84736.87021,+2052179.04547,+121042.568257
2009-07-01 09:09:40 EDT,+5118157.83509,-58528.9934771,+1451433.0492,-260663.832213,+1621256.53274,+82881.2259658,+2045468.25316,+119253.61277
2009-07-01 09:09:44 EDT,+5109275.98505,-61340.5998531,+1448350.87182,-261508.101612,+1627550.17744,+84905.7262281,+2033374.93579,+115261.775531
2009-07-01 09:09:48 EDT,+5132711.66346,-55150.9513871,+1471677.49796,-255293.71716,+1627595.09483,+84908.1689386,+2033439.07066,+115234.596835
2009-07-01 09:09:52 EDT,+5140003.24713,-55475.9168014,+1471716.67672,-255301.656977,+1637776.26045,+85377.4940343,+2030510.30996,+114448.246141
2009-07-01 09:09:56 EDT,+5140063.37197,-55474.0828425,+1471716.67694,-255301.656732,+1637776.26344,+85377.4916424,+2030570.43159,+114450.082247
2009-07-01 09:10:00 EDT,+5130972.00255,-56817.8694506,+1471745.74166,-255293.562932,+1637850.89118,+85392.1870726,+2021375.36971,+113083.506409
2009-07-01 09:10:04 EDT,+5129601.9419,-56828.5352058,+1471856.82689,-255260.046103,+1637941.01349,+85393.3180216,+2019804.10152,+113038.192875
2009-07-01 09:10:08 EDT,+5124696.40074,-58174.1343631,+1471863.11197,-255251.505196,+1632989.42711,+84042.4559711,+2019843.86165,+113034.914862
2009-07-01 09:10:12 EDT,+5129359.28774,-55552.9693932,+1471891.28099,-255256.532898,+1623604.39888,+82266.5339429,+2033863.60786,+117437.029562
2009-07-01 09:10:16 EDT,+5131211.89825,-55424.7363314,+1477079.90554,-253891.526464,+1623707.69313,+82291.8392084,+2030424.29958,+116174.950924
2009-07-01 09:10:20 EDT,+5127139.69404,-55491.2988611,+1477182.73188,-253882.693434,+1623706.27987,+82301.0905436,+2026250.68229,+116090.304029
2009-07-01 09:10:24 EDT,+5110514.31198,-59947.0457304,+1474439.82098,-253898.714944,+1623707.63573,+82301.9681339,+2012366.85527,+111649.701079
2009-07-01 09:10:28 EDT,+5139254.57987,-52328.3944379,+1485350.93291,-250937.731114,+1641485.66298,+86976.7022352,+2012417.98398,+111632.634441
2009-07-01 09:10:32 EDT,+5143987.06382,-51104.1925607,+1490345.09953,-249596.395535,+1635160.05176,+85292.2634335,+2018481.91253,+113199.939541
2009-07-01 09:10:36 EDT,+5153481.17571,-46568.7466361,+1493860.02373,-248286.314547,+1635227.59737,+85304.6778048,+2024393.55461,+116412.890106
2009-07-01 09:10:40 EDT,+5162777.54716,-44372.5903165,+1495070.27645,-246719.023412,+1635265.11244,+85292.9586397,+2032442.15826,+117053.474456
2009-07-01 09:10:44 EDT,+5175656.09591,-40858.4745234,+1490433.84844,-248016.842356,+1635343.14411,+85284.0403322,+2049879.10336,+121874.3275
2009-07-01 09:10:48 EDT,+5167326.54111,-43039.7990106,+1493357.79874,-247226.996344,+1624074.93393,+82322.0015931,+2049893.80844,+121865.19574
2009-07-01 09:10:52 EDT,+5175074.04286,-40616.0384071,+1486536.02161,-248118.001841,+1630269.05762,+83437.0782369,+2058268.96363,+124064.885197
2009-07-01 09:10:56 EDT,+5162713.83871,-43701.340174,+1496844.45418,-245334.455687,+1621187.23376,+81256.6720827,+2044682.15077,+120376.44343
2009-07-01 09:11:00 EDT,+5165878.6027,-44126.6697403,+1492420.59321,-246522.080147,+1621267.7431,+81256.809764,+2052190.26639,+121138.600643
2009-07-01 09:11:04 EDT,+5169937.58763,-42165.3260294,+1492487.39239,-246527.85002,+1628812.03831,+83268.8614017,+2048638.15692,+121093.662589
2009-07-01 09:11:08 EDT,+5172899.95902,-41403.7729664,+1492489.92625,-246529.167421,+1626460.60733,+82628.0485829,+2053949.42544,+122497.345871
2009-07-01 09:11:12 EDT,+5183112.86639,-38596.3189718,+1488189.79412,-246608.081799,+1633193.96431,+84440.1962021,+2061729.10795,+123571.566625
2009-07-01 09:11:16 EDT,+5191575.10009,-36382.7521981,+1488184.65772,-246619.996168,+1632976.59002,+84375.3715106,+2070413.85234,+125861.872459
2009-07-01 09:11:20 EDT,+5196726.55228,-34936.7014617,+1493258.8,-245174.732898,+1632997.15899,+84375.7710229,+2070470.59329,+125862.260413
2009-07-01 09:11:24 EDT,+5193301.66206,-35927.2470541,+1489604.55451,-246179.164607,+1633164.01437,+84376.4062069,+2070533.09317,+125875.511346
2009-07-01 09:11:28 EDT,+5186412.38455,-37799.9886353,+1482589.97017,-248074.310616,+1633227.48056,+84373.6698072,+2070594.93383,+125900.652173
2009-07-01 09:11:32 EDT,+5193718.49728,-33662.3985414,+1482034.60502,-247287.983793,+1632439.93084,+85428.1074515,+2079243.96142,+128197.4778
