# file...... RADICS_SCADA_switches_A.csv
# date...... Fri Sep 22 11:04:25 2017
# user...... dpinney
# host...... (null)
# group..... groupid=sub_switch
# property.. phase_A_state
# limit..... 0
# interval.. 4
# timestamp,HV1IsoCB,HV2IsoCB,HV1TieSW,HV2TieSW,HV1Disc,HV2Disc,Xfmr1CommonSW,Xfmr2CommonSW,Feeder1BypassSW,Feeder1IsoSW,Feeder1BreakerTie,Feeder3BypassSW,Feeder3IsoSW,Feeder3BreakerTie,Feeder5BypassSW,Feeder5IsoSW,Feeder5BreakerTie,Feeder2BypassSW,Feeder2IsoSW,Feeder2BreakerTie,Feeder4BypassSW,Feeder4IsoSW,Feeder4BreakerTie
2009-07-01 09:00:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:00:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:00:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:00:52 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:00:56 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:00 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:04 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:08 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:12 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:16 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:20 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:24 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:28 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:32 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:36 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:52 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:01:56 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:00 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:04 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:08 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:12 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:16 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:20 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:24 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:28 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:32 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:36 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:52 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:02:56 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:00 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:04 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:08 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:12 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:16 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:20 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:24 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:28 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:32 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:36 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:52 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:03:56 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:00 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:04 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:08 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:12 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:16 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:20 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:24 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:28 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:32 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:36 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:52 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:04:56 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:00 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:04 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:08 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:12 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:16 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:20 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:24 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:28 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:32 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:36 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:40 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:44 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
2009-07-01 09:05:48 EDT,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED,OPEN,CLOSED,CLOSED
